"site","year","conc.1hr","conc.ann"
"482010026",2018,47.4,9.45
"482010026",2019,45.1,9.32
"482010026",2020,41.9,8.11
"482010026",2022,50.8,9.66
"482010029",1998,47,9.64
"482010029",1999,47,9.97
"482010029",2000,37,7.86
"482010029",2001,40,8.69
"482010029",2002,43,7.77
"482010029",2003,41,7.72
"482010029",2004,35,6.61
"482010029",2005,35,6.74
"482010029",2006,37,6.37
"482010029",2007,35,6.3
"482010029",2008,33,5.75
"482010029",2009,28.7,4.67
"482010029",2010,31,5.3
"482010029",2011,28.8,5.02
"482010029",2012,26.4,4.96
"482010029",2013,28.4,4.74
"482010029",2014,35.5,5.11
"482010029",2015,30.7,4.76
"482010029",2016,30.8,4.25
"482010029",2017,22.2,3.09
"482010029",2018,27.8,3.61
"482010029",2019,28.9,5.01
"482010029",2020,24.2,4.18
"482010029",2021,23.4,2.75
"482010029",2022,26.2,3.35
"482010047",1982,90,24.38
"482010047",1983,110,26.65
"482010047",1984,100,24.31
"482010047",1985,100,23.03
"482010047",1986,100,24.68
"482010047",1987,100,25.84
"482010047",1988,100,24.09
"482010047",1989,110,23.2
"482010047",1990,100,22.63
"482010047",1991,80,22
"482010047",1993,71,18.6
"482010047",1994,79,22.44
"482010047",1995,74,21.21
"482010047",1996,87,20.55
"482010047",1997,74,22.5
"482010047",1998,74,21.45
"482010047",1999,85,24.02
"482010047",2000,62,18.13
"482010047",2001,63,19.35
"482010047",2002,59,17.55
"482010047",2003,62,18.32
"482010047",2004,61,18.57
"482010047",2005,62,18.08
"482010047",2006,61,16.37
"482010047",2007,60,16.55
"482010047",2008,56,14.83
"482010047",2009,51,12.48
"482010047",2010,60,13.43
"482010047",2011,52.2,9.71
"482010047",2012,50.6,12.64
"482010047",2013,48.6,11.78
"482010047",2014,46.5,11.22
"482010047",2015,46.8,11.02
"482010047",2016,45.7,11.06
"482010047",2017,46.7,10.41
"482010047",2018,46.9,10.27
"482010047",2019,44.7,10.46
"482010047",2020,40.6,8.96
"482010047",2021,41.1,10.07
"482010047",2022,47.6,10.4
"482010055",1999,69,15.22
"482010055",2000,55,12.27
"482010055",2001,67,14.85
"482010055",2002,57,12.48
"482010055",2003,52,14.12
"482010055",2004,57,12.92
"482010055",2005,50,10.84
"482010055",2006,51,10.89
"482010055",2007,50,11.43
"482010055",2008,46,7.82
"482010055",2009,43.5,7.67
"482010055",2010,44.7,9.3
"482010055",2011,45.4,7.98
"482010055",2012,42.7,7.13
"482010055",2013,44.2,7.66
"482010055",2014,39,5.86
"482010055",2015,42.8,7.61
"482010055",2016,40.3,7.46
"482010055",2017,37.7,6.46
"482010055",2018,39.1,6.82
"482010055",2019,40,6.35
"482010055",2020,39.2,5.73
"482010055",2021,38.4,6.44
"482010055",2022,42.2,7.38
"482010075",2002,61,19.18
"482010075",2003,67,18.9
"482010075",2004,62,19.9
"482010075",2005,64,19.17
"482010075",2006,65,14.9
"482010075",2007,59,17.21
"482010075",2008,58,15.43
"482010075",2009,51,13.26
"482010075",2010,58.6,14.94
"482010075",2011,60.3,14.32
"482010075",2012,60.1,14.64
"482010075",2013,57.6,13.16
"482010075",2014,49.4,13.18
"482010416",2007,58,14.51
"482010416",2008,60,12.61
"482010416",2009,48,5.48
"482010416",2010,56.9,11.96
"482010416",2011,54,10.29
"482010416",2012,52.7,11.21
"482010416",2013,57,11.37
"482010416",2014,47.8,11.38
"482010416",2015,53.9,11.06
"482010416",2016,47,10.42
"482010416",2017,45.2,9.61
"482010416",2018,46.4,9.19
"482010416",2019,45.4,8.82
"482010416",2020,42.6,8.1
"482010416",2021,44.3,8.91
"482010416",2022,45.6,9.27
"482010417",2021,46.5,9.25
"482010417",2022,47.4,9.95
"482011015",2004,66,13.22
"482011015",2005,62,13.88
"482011015",2006,59,13.55
"482011015",2007,56,12.5
"482011015",2009,50.6,11.23
"482011015",2010,56.6,9.15
"482011015",2011,55.1,10.64
"482011015",2012,55.1,10.68
"482011015",2013,52.6,9.79
"482011015",2014,52,9.67
"482011015",2015,50.8,10.72
"482011015",2016,50.4,10.28
"482011015",2018,52.4,9.7
"482011015",2019,44.9,9.6
"482011015",2020,46.5,9.13
"482011015",2021,44.7,9.12
"482011015",2022,38.8,8.01
"482011034",1980,150,31.78
"482011034",1981,110,24.55
"482011034",1983,90,18.41
"482011034",1984,80,17.58
"482011034",1985,100,18.71
"482011034",1986,80,18.47
"482011034",1987,90,18.22
"482011034",1988,80,15.85
"482011034",1989,80,20.65
"482011034",1990,80,17.83
"482011034",1991,80,19.7
"482011034",1992,70,16.63
"482011034",1996,72,19.66
"482011034",1997,70,18.46
"482011034",1998,68,20.56
"482011034",1999,68,21.05
"482011034",2000,61,16.16
"482011034",2001,61,16.63
"482011034",2002,52,15.29
"482011034",2003,64,16.87
"482011034",2004,60,19.3
"482011034",2005,54,16.99
"482011034",2006,58,16.07
"482011034",2007,57,16.25
"482011034",2008,55,13.7
"482011034",2009,51.3,13.43
"482011034",2010,56.3,14.37
"482011034",2011,53.2,11.7
"482011034",2012,53.2,11.64
"482011034",2013,53.7,11.28
"482011034",2014,44.5,10.25
"482011034",2015,51,10.72
"482011034",2016,53.5,12.84
"482011034",2017,47.7,11.45
"482011034",2018,46.9,10.44
"482011034",2019,51.8,11.97
"482011034",2020,46.3,10.5
"482011034",2021,44.8,11.39
"482011034",2022,47.8,11.51
"482011035",1983,100,26.29
"482011035",1984,100,23.68
"482011035",1986,90,25.98
"482011035",1987,100,28.02
"482011035",1988,90,25.65
"482011035",1989,90,22.86
"482011035",1990,90,23.68
"482011035",1992,80,23.04
"482011035",1993,72,19.15
"482011035",1994,75,22.12
"482011035",1995,76,21.37
"482011035",1996,71,20.38
"482011035",1998,76,22.7
"482011035",2000,67,16.64
"482011035",2001,71,17.15
"482011035",2002,61,15.75
"482011035",2003,64,14.28
"482011035",2004,63,12.33
"482011035",2005,55,11.94
"482011035",2006,58,13.37
"482011035",2007,62,16.97
"482011035",2008,66,16.03
"482011035",2009,59.3,13.91
"482011035",2010,56,14.34
"482011035",2011,57.5,14.15
"482011035",2012,54.4,13.7
"482011035",2013,57.6,12.68
"482011035",2014,50.3,13.09
"482011035",2015,54,12.81
"482011035",2016,47.2,11.22
"482011035",2017,45.1,9.96
"482011035",2018,46,10.44
"482011035",2019,44.2,10.32
"482011035",2020,45.3,9.93
"482011035",2021,48.8,11.45
"482011035",2022,54.8,12.48
"482011037",1984,110,28.74
"482011037",1987,110,29.93
"482011037",1988,110,27.81
"482011037",1989,110,27.53
"482011037",1991,90,28.01
"482011037",1992,90,27.53
"482011037",1993,82,23.91
"482011037",1994,88,27.62
"482011037",1995,82,25.48
"482011037",1996,73,23.32
"482011037",1997,76,24.63
"482011037",1999,74,22.6
"482011037",2000,73,20.8
"482011039",1997,59,13.1
"482011039",1998,56,11
"482011039",1999,65,12.09
"482011039",2000,61,11.6
"482011039",2001,63,12.66
"482011039",2002,49,11.84
"482011039",2003,57,11.75
"482011039",2004,49,10.64
"482011039",2005,48,9.73
"482011039",2006,45,8.65
"482011039",2007,47,8.94
"482011039",2008,42,8.27
"482011039",2009,43.1,7.77
"482011039",2010,41.5,7.48
"482011039",2011,40.3,6.85
"482011039",2012,36.8,7.15
"482011039",2013,37.6,7.02
"482011039",2014,34.3,6.73
"482011039",2015,35.8,6.59
"482011039",2016,34.2,6.06
"482011039",2018,36.9,6.45
"482011039",2019,36.6,5.92
"482011039",2020,35.1,5.84
"482011039",2021,33.5,5.97
"482011039",2022,40,6.58
"482011050",2002,39,7.61
"482011050",2003,42,7.53
"482011050",2004,35,6.71
"482011050",2005,34,6.52
"482011050",2006,33,5.85
"482011050",2007,36,6.23
"482011050",2008,39,5.83
"482011050",2009,30.7,5.37
"482011050",2010,36,5.29
"482011050",2011,32.4,5.2
"482011050",2012,34.6,4.93
"482011050",2013,29.4,5.07
"482011050",2014,26.8,4.86
"482011050",2015,34.1,5.19
"482011050",2016,29.9,4.39
"482011050",2017,33.3,3.8
"482011050",2018,26.6,4.04
"482011050",2019,30.6,4.4
"482011050",2020,27.5,4.43
"482011050",2021,30.4,4.61
"482011050",2022,35.4,4.93
"482011052",2016,52.3,13.68
"482011052",2017,51.8,14.47
"482011052",2019,56.4,17.42
"482011052",2020,54.6,16.28
"482011052",2022,58.6,18.11
"482011066",2014,48.8,12.53
"482011066",2015,53,12.85
"482011066",2016,48.8,11.09
"482011066",2017,48.5,12.42
"482011066",2018,49.2,12.46
"482011066",2019,49.9,12.04
"482011066",2020,46,10.59
"482011066",2021,48.7,11.81
"482017001",1984,50,7.91
"482017001",1985,50,6.53
"482030002",2002,25,3.45
"482030002",2003,23,3.94
"482030002",2004,19,3.47
"482030002",2005,25,4.43
"482030002",2006,25,4.34
"482030002",2007,19,3.6
"482030002",2008,20,3.53
"482030002",2009,19.2,2.92
"482030002",2010,24,3.72
"482030002",2011,28,4.22
"482030002",2012,20.1,3.75
"482030002",2013,19.1,3.08
"482030002",2014,18.2,2.79
"482030002",2015,17.7,2.5
"482030002",2016,16.3,2.22
"482030002",2017,19.7,1.93
"482030002",2018,15.3,1.74
"482030002",2019,16.1,2.43
"482030002",2020,13.6,1.79
"482030002",2021,15,2.22
"482030002",2022,17.4,2.46
"482311006",2004,37,6.53
"482311006",2005,37,6.85
"482311006",2006,35,5.8
"482311006",2007,31,5.13
"482311006",2008,31,5
"482311006",2009,29.3,4.2
"482311006",2010,29.3,4.54
"482311006",2011,34.2,5.41
"482311006",2012,28.8,4.8
"482311006",2013,27.9,4.42
"482311006",2014,25.2,4.01
"482311006",2015,26.5,3.81
"482311006",2016,24.8,3.77
"482311006",2017,28.5,3.52
"482311006",2018,24,3.59
"482311006",2019,24.1,3.6
"482311006",2020,23.4,2.96
"482311006",2021,22.1,2.51
"482311006",2022,27.3,3.96
"482450009",1985,60,13.72
"482450009",1990,30,3.56
"482450009",1991,50,6.43
"482450009",1992,50,7.94
"482450009",1993,67,9.56
"482450009",1994,48,11.66
"482450009",1995,46,9.75
"482450009",1996,46,7.89
"482450009",1997,50,10.08
"482450009",1998,44,7.34
"482450009",1999,53,10.51
"482450009",2000,41,7.82
"482450009",2001,49,10.37
"482450009",2002,42,9.56
"482450009",2003,43,9.43
"482450009",2004,44,9.69
"482450009",2005,39,9.33
"482450009",2006,40,8.71
"482450009",2007,40,8.86
"482450009",2008,45,8.71
"482450009",2009,36.8,7.62
"482450009",2010,39.4,7.84
"482450009",2011,37.8,7.24
"482450009",2012,34,6.45
"482450009",2013,32.6,6.14
"482450009",2014,33.2,6.01
"482450009",2015,32.3,5.37
"482450009",2016,30,4.99
"482450009",2017,31.4,5.74
"482450009",2018,35.2,5.72
"482450009",2019,30.6,5.86
"482450009",2020,29.3,5.34
"482450009",2021,29.4,5.39
"482450009",2022,34.1,6.21
"482450022",2000,35,5.13
"482450022",2001,37,5.92
"482450022",2002,32,5.03
"482450022",2003,32,4.58
"482450022",2004,31,5.34
"482450022",2005,33,5.83
"482450022",2006,28,4.76
"482450022",2007,28,4.5
"482450022",2008,29,3.78
"482450022",2009,26,3.41
"482450022",2010,28.7,3.64
"482450022",2011,28.1,3.81
"482450022",2012,24.2,3.21
"482450022",2013,22.9,3.1
"482450022",2014,21.8,2.43
"482450022",2015,21.3,2.8
"482450022",2016,21.8,2.72
"482450022",2017,20.5,2.6
"482450022",2018,18.5,2.47
"482450022",2019,19.2,1.83
"482450022",2020,19.6,1.39
"482450022",2021,19.2,1.37
"482450022",2022,21.7,2.05
"482451035",2007,31,6.75
"482451035",2008,33,5.91
"482451035",2009,31.1,5.34
"482451035",2010,34.2,5.29
"482451035",2011,24.5,3.95
"482451035",2012,28.2,4.16
"482451035",2013,23.4,4.55
"482451035",2014,24.6,4.01
"482451035",2015,22.8,3.67
"482451035",2016,21,3.48
"482451035",2017,21.3,2.98
"482451035",2018,24.2,3.97
"482451035",2019,24.5,4.17
"482451035",2020,24.4,3.85
"482551070",2020,25.2,3.06
"482551070",2021,22.1,2.85
"482551070",2022,28,3.19
"482570005",2001,35,6.1
"482570005",2002,36,5.98
"482570005",2003,33,5.61
"482570005",2004,30,4.91
"482570005",2005,32,5.48
"482570005",2006,32,4.19
"482570005",2007,30,3.85
"482570005",2008,31.7,4.32
"482570005",2009,27.4,4.01
"482570005",2010,29.5,4.34
"482570005",2011,32.8,4.31
"482570005",2012,26.3,3.81
"482570005",2013,28,3.41
"482570005",2014,24.1,3.14
"482570005",2015,25.3,3.11
"482570005",2016,25.9,2.47
"482570005",2017,26.1,2.89
"482570005",2018,27.4,3.44
"482570005",2019,28.1,3.63
"482570005",2020,23.3,3.1
"482570005",2021,25.2,2.52
"482570005",2022,30,3.99
"483091037",2008,29,3.07
"483091037",2009,31.3,2.04
"483091037",2010,27,2.76
"483091037",2011,31.9,3.74
"483091037",2012,26.2,3.43
"483091037",2013,23.7,2.59
"483091037",2014,25.5,2.24
"483091037",2015,22.1,2.72
"483091037",2016,27.2,3.17
"483150050",1999,25,4.96
"483150050",2000,25,4.72
"483390078",2002,39,7.38
"483390078",2003,39,7.39
"483390078",2004,35,6.85
"483390078",2005,41,6.93
"483390078",2006,37,6.55
"483390078",2007,34,5.79
"483390078",2008,36,5.4
"483390078",2009,33.9,4.97
"483390078",2010,34.3,4.95
"483390078",2011,30,5.18
"483390078",2012,25.5,4.48
"483390078",2013,25.1,2.82
"483390078",2014,27.3,3.2
"483390078",2015,27.6,2.97
"483390078",2016,26.6,3.3
"483390078",2017,26.5,3.05
"483390078",2018,26.3,2.65
"483390078",2019,18.9,2.36
"483390078",2020,19.7,2.41
"483390078",2021,18.5,3.18
"483390078",2022,26.3,3.01
"483390089",2000,36,5.99
"483491051",2010,30.6,4.35
"483491051",2011,31.3,4.27
"483491051",2012,28.4,3.63
"483491051",2013,27.9,3.8
"483491051",2014,25.9,1.8
"483491051",2015,22.4,1.91
"483491051",2016,22.4,2.02
"483491051",2017,24.1,2.4
"483491051",2018,28.1,3.65
"483491051",2020,27.3,2.23
"483491051",2021,22.8,2.23
"483491051",2022,34.1,2.89
"483611001",1983,50,9.5
"483611001",1990,60,12.81
"483611001",1991,50,11.5
"483611001",1992,50,11.91
"483611001",1993,50,8.37
"483611001",1994,48,8.76
"483611001",1995,49,10.46
"483611001",1996,50,11.22
"483611001",1997,43,9.25
"483611001",1998,45,8.95
"483611001",1999,48,9.21
"483611001",2000,45,8.26
"483611001",2001,44,7.99
"483611001",2002,39,6.34
"483611001",2003,37,7.56
"483611001",2004,38,6.97
"483611001",2005,36,7.25
"483611001",2006,38,7.76
"483611001",2007,34,6.1
"483611001",2008,35,6.17
"483611001",2009,31.5,5.37
"483611001",2010,33.6,5.35
"483611001",2011,34,5.68
"483611001",2012,27.9,5.08
"483611001",2013,28.1,4.88
"483611001",2014,31.9,4.75
"483611001",2015,25.8,4.7
"483611001",2016,31,4.35
"483611001",2017,27.9,3.49
"483611001",2018,22.2,2.35
"483611001",2019,24.4,3
"483611001",2020,26.3,3.73
"483611001",2021,28.8,3.84
"483611001",2022,25.1,3.75
"483670081",2011,25.9,3.13
"484230007",2001,30,5.45
"484230007",2002,26,4.82
"484230007",2003,26,4.43
"484230007",2004,25,2.99
"484230007",2005,26,5
"484230007",2006,24,4.16
"484230007",2007,26,4.29
"484230007",2008,19,3.9
"484230007",2009,18.8,3.64
"484230007",2010,25.8,3.59
"484230007",2011,23.2,3.61
"484230007",2012,19.4,3.1
"484230007",2013,17.2,2.96
"484230007",2014,14,2.57
"484230007",2015,14.8,1.94
"484230007",2016,17.4,1.61
"484230007",2017,14.5,1.59
"484230007",2018,12.4,1.51
"484230007",2019,13.5,1.67
"484230007",2020,11.8,1.62
"484230007",2021,11.3,1.27
"484230007",2022,13.6,1.93
"484390057",1998,61,13.65
"484390057",1999,62,14.17
"484390057",2000,57,14.91
"484390075",2011,41.2,6.74
"484390075",2020,40.1,4.6
"484390075",2021,38.9,5.48
"484390075",2022,43.5,6.43
"484391002",1980,90,16.25
"484391002",1981,70,17.23
"484391002",1982,70,18.81
"484391002",1983,80,17.2
"484391002",1984,80,15.05
"484391002",1985,80,18.78
"484391002",1986,70,15.04
"484391002",1987,80,13.93
"484391002",1988,70,12.84
"484391002",1989,70,11.72
"484391002",1990,60,11.55
"484391002",1991,60,13.64
"484391002",1992,70,14.36
"484391002",1993,60,12.28
"484391002",1994,67,16.63
"484391002",1995,67,17.07
"484391002",1996,66,14.93
"484391002",1997,66,15.63
"484391002",1998,63,13.54
"484391002",1999,71,16.64
"484391002",2000,61,11.25
"484391002",2001,59,11.49
"484391002",2002,61,12.34
"484391002",2003,56,12.5
"484391002",2004,55,13.12
"484391002",2005,57,14.03
"484391002",2006,64,14.07
"484391002",2007,58,14.66
"484391002",2008,57,12.93
"484391002",2009,48.4,11.27
"484391002",2010,56.9,10.33
"484391002",2011,56.9,9.38
"484391002",2012,53.3,10.19
"484391002",2013,48.2,8.91
"484391002",2014,45.6,7.56
"484391002",2015,45.5,7.45
"484391002",2016,41.4,8.29
"484391002",2017,43.8,7.95
"484391002",2018,42.4,8.2
"484391002",2019,45.5,8.49
"484391002",2020,45.2,8.68
"484391002",2021,48.2,9.55
"484391002",2022,51.5,9.47
"484391003",1980,170,21.82
"484391053",2015,39.6,8.89
"484391053",2016,44.6,12.02
"484391053",2017,44.5,11.56
"484391053",2018,41,11.36
"484391053",2019,41,12.2
"484391053",2020,39.8,11.91
"484391053",2021,46.1,13.41
"484391053",2022,47.1,13.83
"484392003",2011,44.6,7.9
"484392003",2020,40.6,5.53
"484392003",2021,39.3,6.4
"484392003",2022,44.6,6.45
"484393009",2001,54,12.29
"484393009",2002,45,9.58
"484393009",2003,48,11.07
"484393009",2004,45,10.21
"484393009",2005,46,11.01
"484393009",2006,43,9.46
"484393009",2007,44,9.62
"484393009",2008,41,8.75
"484393009",2009,38.4,7.57
"484393009",2010,40.9,7.95
"484393009",2011,41.8,7.96
"484393009",2012,46.4,7.93
"484393009",2013,42.9,6.7
"484393009",2014,40.9,5.97
"484393009",2015,43.9,5.79
"484393009",2016,40.5,5.67
"484393009",2017,34.1,4.76
"484393009",2018,39.1,6.36
"484393009",2019,40.4,7.26
"484393009",2020,43.6,6.53
"484393009",2021,36.8,7
"484393009",2022,39.5,6.71
"484393011",2002,51,11.85
"484393011",2003,45,11.08
"484393011",2004,49,10.74
"484393011",2005,48,11.72
"484393011",2006,46,10.37
"484393011",2007,45,10.53
"484393011",2008,41,9.64
"484393011",2009,38.6,8.67
"484393011",2010,41.2,8.93
"484393011",2011,40.8,8.16
"484393011",2012,37.4,7.74
"484393011",2013,37.9,6.36
"484393011",2014,36.3,6.76
"484393011",2015,37.9,6.53
"484393011",2016,35.6,6.28
"484393011",2017,34.5,6.34
"484393011",2018,36.1,5.79
"484393011",2020,35.7,6.37
"484393011",2021,37.5,7.14
"484393011",2022,38.5,7.48
"484530014",2013,33.3,5.46
"484530014",2014,30.8,5.14
"484530014",2015,33.1,4.3
"484530014",2016,28.9,4.15
"484530014",2017,29.4,4.61
"484530014",2018,32.7,4.94
"484530014",2019,32,5.1
"484530014",2021,23.9,3.29
"484530014",2022,25.6,3.36
"484530017",1989,60,16.95
"484530017",1990,60,16.27
"484530017",1991,60,16.02
"484530017",1993,54,16.76
"484530017",1994,61,17.73
"484530017",1995,69,21.13
"484530017",1996,65,18.21
"484530020",1998,31,4.02
"484530020",1999,42,6.5
"484530020",2000,36,4.77
"484530020",2001,30,4.17
"484530020",2002,37,3.94
"484530020",2003,34,3.97
"484530020",2004,33,3.8
"484530020",2005,32,4.14
"484530020",2006,28,3.53
"484530020",2007,25,3.3
"484530020",2008,26,3.35
"484530020",2009,20,2.71
"484530020",2010,21.1,3.31
"484530020",2011,21.2,2.62
"484531068",2015,51.3,14.79
"484531068",2016,47.2,13.57
"484531068",2017,46.7,13.12
"484531068",2018,45.9,12.5
"484531068",2019,45.6,12.04
"484531068",2020,43,11.55
"484531068",2021,44.2,13.13
"484531068",2022,47,12.89
"484931038",2020,30.5,3.87
"484931038",2021,23.7,3.97
"484931038",2022,31.5,4.42
"490030003",2018,37,7.33
"490037001",2019,15,0.49
"490037001",2020,11,0.83
"490037001",2021,10,0.55
"490050004",2003,53,14.75
"490050004",2004,64,15.53
"490050004",2006,55,13.2
"490050004",2007,46,12.35
"490050004",2008,47,12.34
"490050004",2009,46,12.61
"490050004",2010,47,12.56
"490050004",2011,48,11.91
"490050004",2012,44,11.98
"490050004",2013,57,14.21
"490050004",2014,45,11.43
"490050004",2015,39,11.22
"490050007",2017,37,5.44
"490050007",2018,30,4.49
"490050007",2019,33.1,4.26
"490050007",2020,30.9,5.05
"490050007",2021,31.3,4.5
"490050007",2022,33.3,5.1
"490071003",2012,35,3.77
"490071003",2013,27,3.68
"490071003",2014,30,3.31
"490071003",2017,22,2.68
"490071003",2018,14,1.83
"490071003",2019,16,2.34
"490071003",2020,18,1.78
"490071003",2021,16.9,2.45
"490071003",2022,15.6,2.99
"490110001",1980,130,22.55
"490110001",1992,102,18.81
"490110001",1993,93,22.48
"490110001",1994,78,20.34
"490110001",1995,66,19.73
"490110001",1996,108,20.4
"490110001",1997,75,20.74
"490110001",1998,72,20.13
"490110001",1999,69,20.25
"490110001",2000,71,19.36
"490110001",2001,74,19.15
"490110001",2002,72,19.1
"490110004",2004,69,20.78
"490110004",2005,64,19.35
"490110004",2006,59,18
"490110004",2007,72,19.53
"490110004",2008,63,18.03
"490110004",2009,62,17.45
"490110004",2010,50,14.49
"490110004",2011,50,12.54
"490110004",2012,47,11.83
"490110004",2013,60,15.33
"490110004",2014,60,13.74
"490110004",2017,46,11.52
"490110004",2018,45,11.95
"490110004",2019,46,11.52
"490110004",2020,44.1,10.57
"490110004",2021,46.7,10.97
"490110004",2022,49.7,11.6
"490130002",2014,34.3,4.73
"490130002",2016,28.5,3.63
"490130002",2017,26.3,4.05
"490130002",2018,22.8,3.87
"490130002",2019,27,5.14
"490130002",2020,26.8,5.29
"490130002",2021,26.1,4.67
"490130002",2022,40.3,5.87
"490131001",2012,18,2.26
"490131001",2013,20,2.34
"490137011",2011,20,3.63
"490137011",2013,29.5,3.88
"490137011",2015,21.2,3.31
"490137011",2016,16.9,2.76
"490137011",2017,26.1,6.47
"490137011",2018,14.4,2.99
"490137011",2019,19.2,3.67
"490137011",2020,18,2.37
"490137011",2021,22.2,3.23
"490137011",2022,23.7,4.71
"490210005",2019,46.3,6.39
"490210005",2020,40.2,6.4
"490210005",2021,35.2,6.16
"490210005",2022,38.4,6.2
"490350003",1996,102,25.35
"490350003",1998,67,22.37
"490350003",1999,63,25.6
"490350003",2000,72,24.72
"490350003",2001,74,25.08
"490350003",2002,66,23.92
"490350003",2003,57,21.8
"490350003",2004,73,22.73
"490350003",2005,63,20.85
"490350003",2006,57,20.36
"490350003",2007,70,21.1
"490350003",2008,63,19.28
"490350003",2009,57,18.42
"490351007",2019,36.2,8.07
"490352005",2019,51.7,14.97
"490352005",2020,50.8,14.77
"490352005",2021,45.3,13.1
"490352005",2022,47.8,13.33
"490353001",1980,150,32.46
"490353001",1981,110,28.34
"490353001",1983,100,28.62
"490353001",1984,130,36.86
"490353001",1985,130,37.57
"490353001",1986,140,34.72
"490353001",1987,100,32.25
"490353001",1988,120,35.41
"490353001",1992,83,25.94
"490353001",1993,109,32.88
"490353001",1994,77,29.2
"490353006",1997,83,26.56
"490353006",1998,74,27.18
"490353006",1999,73,27.52
"490353006",2000,79,26.48
"490353006",2001,79,26.51
"490353006",2002,74,27.01
"490353006",2003,63,24.16
"490353006",2004,78,25.35
"490353006",2005,63,23.43
"490353006",2006,59,21.97
"490353006",2007,69,23.42
"490353006",2008,64,21.77
"490353006",2009,56,18.22
"490353006",2011,57,18.2
"490353006",2012,54,16.28
"490353006",2013,62,18
"490353006",2014,48,14.12
"490353006",2015,52,15.64
"490353006",2017,51,12.69
"490353006",2018,49,15.1
"490353006",2019,55.4,14.34
"490353006",2020,52.6,15.03
"490353006",2021,46.6,12.5
"490353006",2022,51,13.86
"490353010",2018,47,14.78
"490353010",2019,46.8,13.28
"490353010",2020,50.4,14
"490353010",2021,48.6,13.15
"490353010",2022,49.8,13.93
"490353013",2015,35,5.38
"490353013",2016,48,6.55
"490353013",2017,43,6.3
"490353013",2018,39,4.79
"490353013",2019,40.1,4.91
"490353013",2020,30.3,4.6
"490353013",2021,31.9,4.22
"490353013",2022,37.4,5.57
"490353014",2021,39,9.78
"490353014",2022,41.6,10.95
"490353015",2021,51.4,14.73
"490353015",2022,53.4,16
"490353016",2021,40.5,7.54
"490353016",2022,42.9,7.9
"490354002",2019,53.1,17.79
"490354002",2020,48,17
"490354002",2021,47.1,15.89
"490354002",2022,52.7,17.74
"490450004",2017,24,3.31
"490450004",2018,25,3.57
"490450004",2019,24.4,3.35
"490450004",2020,20.5,3.6
"490450004",2021,18.1,2.72
"490450004",2022,21.7,3.13
"490471003",2012,41,7.46
"490471003",2013,78,10.81
"490471003",2014,54,8.56
"490471004",2017,32,3.95
"490471004",2018,21,3.02
"490471004",2019,27.7,3.97
"490471004",2020,34.1,3.97
"490471004",2021,26.2,3.68
"490471004",2022,29.8,3.76
"490472002",2010,32,4.62
"490472002",2011,34,4.67
"490472002",2012,25,4.08
"490472002",2013,46,6.68
"490472002",2014,18.5,2.54
"490472002",2015,20.6,2.44
"490472002",2016,20.4,2.44
"490472002",2017,15.4,2.34
"490472002",2018,13.3,2.02
"490472002",2019,15.7,2.23
"490472002",2020,13.3,1.55
"490472002",2021,15.9,1.97
"490472002",2022,19.2,2.28
"490472003",2010,30,3.86
"490472003",2011,31,3.88
"490472003",2012,26,3.53
"490472003",2013,46,5.99
"490472003",2015,23,3.4
"490472003",2016,20.3,3.07
"490472003",2017,14.8,2.97
"490472003",2018,11.6,2.35
"490472003",2019,15.6,3.32
"490472003",2020,14.2,2.13
"490472003",2021,11.1,2.21
"490472003",2022,17.4,2.9
"490475632",2012,12,0.91
"490477022",2011,12.7,1.61
"490477022",2015,8.7,1.39
"490477022",2016,11.7,1.31
"490477022",2017,19.7,5.23
"490477022",2018,20.5,3.86
"490477022",2019,8,1.24
"490477022",2020,7.6,1.19
"490477022",2021,7.2,1.07
"490477022",2022,7.5,1.12
"490490002",1983,70,21.19
"490490002",1985,130,29.74
"490490002",1986,90,23.69
"490490002",1987,80,23.42
"490490002",1988,90,28.19
"490490002",1989,122,28.19
"490490002",1992,61,19.3
"490490002",1993,99,25.55
"490490002",1994,74,24.15
"490490002",1995,59,22.57
"490490002",1996,86,24.27
"490490002",1997,64,23.33
"490490002",1998,63,23.88
"490490002",1999,61,24.14
"490490002",2000,65,23.57
"490490002",2001,63,24.12
"490490002",2002,67,24.82
"490490002",2003,61,21.8
"490490002",2004,69,22.35
"490490002",2005,56,20.52
"490490002",2006,57,20.3
"490490002",2007,63,20.79
"490490002",2008,57,18.6
"490490002",2009,56,17.96
"490490002",2010,50,14.56
"490490002",2011,58,17.21
"490490002",2012,66,16.53
"490490002",2013,75,18.95
"490490002",2014,62,16.69
"490490002",2015,58,13.97
"490490002",2016,60,15.25
"490490002",2017,54,14.56
"490493001",1980,110,29.63
"490493001",1981,90,30.44
"490494001",2018,41,8.81
"490494001",2019,40.8,8.92
"490494001",2020,43.1,9.6
"490494001",2021,42.2,9.02
"490494001",2022,40.7,9.09
"490495010",2018,39,6.64
"490495010",2019,41.9,7.03
"490495010",2020,38.5,7.78
"490495010",2021,34.6,7.12
"490495010",2022,38.2,7.06
"490530007",2017,26,2.54
"490530007",2018,27,2.9
"490530007",2019,25.8,2.73
"490530007",2020,30,3.33
"490530007",2021,24.9,3.29
"490530007",2022,29.8,5.5
"490570001",1982,70,23.25
"490570001",1983,80,23.71
"490570001",1984,110,28.15
"490570001",1985,110,29.3
